linux-libc-dev	6.1.129-1	CVE-2025-22027	MEDIUM	kernel: media: streamzap: fix race between device disconnection and urb callback
linux-libc-dev	6.1.129-1	CVE-2025-22028	MEDIUM	kernel: media: vimc: skip .s_stream() for stopped entities
linux-libc-dev	6.1.129-1	CVE-2025-22029	MEDIUM	kernel: exec: fix the racy usage of fs_struct->in_exec
linux-libc-dev	6.1.129-1	CVE-2025-22033	MEDIUM	kernel: arm64: Don't call NULL in do_compat_alignment_fixup()
linux-libc-dev	6.1.129-1	CVE-2025-22035	MEDIUM	kernel: tracing: Fix use-after-free in print_graph_function_flags during tracer switching
linux-libc-dev	6.1.129-1	CVE-2025-22037	MEDIUM	kernel: ksmbd: fix null pointer dereference in alloc_preauth_hash()
linux-libc-dev	6.1.129-1	CVE-2025-22038	MEDIUM	kernel: ksmbd: validate zero num_subauth before sub_auth is accessed
linux-libc-dev	6.1.129-1	CVE-2025-22039	MEDIUM	kernel: ksmbd: fix overflow in dacloffset bounds check
linux-libc-dev	6.1.129-1	CVE-2025-22040	MEDIUM	kernel: ksmbd: fix session use-after-free in multichannel connection
linux-libc-dev	6.1.129-1	CVE-2025-22041	MEDIUM	kernel: ksmbd: fix use-after-free in ksmbd_sessions_deregister()
linux-libc-dev	6.1.129-1	CVE-2025-22042	MEDIUM	kernel: ksmbd: add bounds check for create lease context
linux-libc-dev	6.1.129-1	CVE-2025-22043	MEDIUM	kernel: ksmbd: add bounds check for durable handle context
linux-libc-dev	6.1.129-1	CVE-2025-22044	MEDIUM	kernel: acpi: nfit: fix narrowing conversion in acpi_nfit_ctl
linux-libc-dev	6.1.129-1	CVE-2025-22045	MEDIUM	kernel: x86/mm: Fix flush_tlb_range() when used for zapping normal PMDs
linux-libc-dev	6.1.129-1	CVE-2025-22048	MEDIUM	kernel: LoongArch: BPF: Don't override subprog's return value
linux-libc-dev	6.1.129-1	CVE-2025-22049	MEDIUM	kernel: LoongArch: Increase ARCH_DMA_MINALIGN up to 16
linux-libc-dev	6.1.129-1	CVE-2025-22050	MEDIUM	kernel: usbnet:fix NPE during rx_complete
linux-libc-dev	6.1.129-1	CVE-2025-22053	MEDIUM	kernel: net: ibmveth: make veth_pool_store stop hanging
linux-libc-dev	6.1.129-1	CVE-2025-22054	MEDIUM	kernel: arcnet: Add NULL check in com20020pci_probe()
linux-libc-dev	6.1.129-1	CVE-2025-22056	MEDIUM	kernel: netfilter: nft_tunnel: fix geneve_opt type confusion addition
linux-libc-dev	6.1.129-1	CVE-2025-22057	MEDIUM	kernel: net: decrease cached dst counters in dst_release
linux-libc-dev	6.1.129-1	CVE-2025-22060	MEDIUM	kernel: net: mvpp2: Prevent parser TCAM memory corruption
linux-libc-dev	6.1.129-1	CVE-2025-22062	MEDIUM	kernel: sctp: add mutual exclusion in proc_sctp_do_udp_port()
linux-libc-dev	6.1.129-1	CVE-2025-22063	MEDIUM	kernel: netlabel: Fix NULL pointer exception caused by CALIPSO on IPv4 sockets
linux-libc-dev	6.1.129-1	CVE-2025-22066	MEDIUM	kernel: ASoC: imx-card: Add NULL check in imx_card_probe()
linux-libc-dev	6.1.129-1	CVE-2025-22070	MEDIUM	kernel: fs/9p: fix NULL pointer dereference on mkdir
linux-libc-dev	6.1.129-1	CVE-2025-22071	MEDIUM	kernel: spufs: fix a leak in spufs_create_context()
linux-libc-dev	6.1.129-1	CVE-2025-22072	MEDIUM	kernel: spufs: fix gang directory lifetimes
linux-libc-dev	6.1.129-1	CVE-2025-22073	MEDIUM	kernel: spufs: fix a leak on spufs_new_file() failure
linux-libc-dev	6.1.129-1	CVE-2025-22075	MEDIUM	kernel: rtnetlink: Allocate vfinfo size for VF GUIDs when supported
linux-libc-dev	6.1.129-1	CVE-2025-22079	MEDIUM	kernel: ocfs2: validate l_tree_depth to avoid out-of-bounds access
linux-libc-dev	6.1.129-1	CVE-2025-22081	MEDIUM	kernel: fs/ntfs3: Fix a couple integer overflows on 32bit systems
linux-libc-dev	6.1.129-1	CVE-2025-22083	MEDIUM	kernel: vhost-scsi: Fix handling of multiple calls to vhost_scsi_set_endpoint
linux-libc-dev	6.1.129-1	CVE-2025-22086	MEDIUM	kernel: RDMA/mlx5: Fix mlx5_poll_one() cur_qp update flow
linux-libc-dev	6.1.129-1	CVE-2025-22088	MEDIUM	kernel: RDMA/erdma: Prevent use-after-free in erdma_accept_newconn()
linux-libc-dev	6.1.129-1	CVE-2025-22089	MEDIUM	kernel: RDMA/core: Don't expose hw_counters outside of init net namespace
linux-libc-dev	6.1.129-1	CVE-2025-22090	MEDIUM	kernel: x86/mm/pat: Fix VM_PAT handling when fork() fails in copy_page_range()
linux-libc-dev	6.1.129-1	CVE-2025-22093	MEDIUM	kernel: drm/amd/display: avoid NPD when ASIC does not support DMUB
linux-libc-dev	6.1.129-1	CVE-2025-22095	MEDIUM	kernel: PCI: brcmstb: Fix error path after a call to regulator_bulk_get()
linux-libc-dev	6.1.129-1	CVE-2025-22097	MEDIUM	kernel: drm/vkms: Fix use after free and double free on init error
linux-libc-dev	6.1.129-1	CVE-2025-22103	MEDIUM	kernel: net: fix NULL pointer dereference in l3mdev_l3_rcv
linux-libc-dev	6.1.129-1	CVE-2025-22104	MEDIUM	kernel: ibmvnic: Use kernel helpers for hex dumps
linux-libc-dev	6.1.129-1	CVE-2025-22105	MEDIUM	kernel: bonding: check xdp prog when set bond mode
linux-libc-dev	6.1.129-1	CVE-2025-22107	MEDIUM	kernel: net: dsa: sja1105: fix kasan out-of-bounds warning in sja1105_table_delete_entry()
linux-libc-dev	6.1.129-1	CVE-2025-22109	MEDIUM	kernel: ax25: Remove broken autobind
linux-libc-dev	6.1.129-1	CVE-2025-22111	MEDIUM	kernel: net: Remove RTNL dance for SIOCBRADDIF and SIOCBRDELIF.
linux-libc-dev	6.1.129-1	CVE-2025-22113	MEDIUM	kernel: ext4: avoid journaling sb update on error if journal is destroying
linux-libc-dev	6.1.129-1	CVE-2025-22115	MEDIUM	kernel: btrfs: fix block group refcount race in btrfs_create_pending_block_groups()
linux-libc-dev	6.1.129-1	CVE-2025-22119	MEDIUM	kernel: wifi: cfg80211: init wiphy_work before allocating rfkill fails
linux-libc-dev	6.1.129-1	CVE-2025-22121	MEDIUM	kernel: ext4: fix out-of-bound read in ext4_xattr_inode_dec_ref_all()
linux-libc-dev	6.1.129-1	CVE-2025-22125	MEDIUM	kernel: md/raid1,raid10: don't ignore IO flags
linux-libc-dev	6.1.129-1	CVE-2025-22126	MEDIUM	kernel: md: fix mddev uaf while iterating all_mddevs list
linux-libc-dev	6.1.129-1	CVE-2025-22127	MEDIUM	kernel: f2fs: fix potential deadloop in prepare_compress_overwrite()
linux-libc-dev	6.1.129-1	CVE-2025-23129	MEDIUM	kernel: wifi: ath11k: Clear affinity hint before calling ath11k_pcic_free_irq() in error path
linux-libc-dev	6.1.129-1	CVE-2025-23130	MEDIUM	kernel: f2fs: fix to avoid panic once fallocation fails for pinfile
linux-libc-dev	6.1.129-1	CVE-2025-23131	MEDIUM	kernel: dlm: prevent NPD when writing a positive value to event_done
linux-libc-dev	6.1.129-1	CVE-2025-23132	MEDIUM	kernel: f2fs: quota: fix to avoid warning in dquot_writeback_dquots()
linux-libc-dev	6.1.129-1	CVE-2025-23133	MEDIUM	kernel: wifi: ath11k: update channel list in reg notifier instead reg worker
linux-libc-dev	6.1.129-1	CVE-2025-23136	MEDIUM	kernel: thermal: int340x: Add NULL check for adev
linux-libc-dev	6.1.129-1	CVE-2025-23138	MEDIUM	kernel: watch_queue: fix pipe accounting mismatch
linux-libc-dev	6.1.129-1	CVE-2025-37838	MEDIUM	kernel: HSI: ssi_protocol: Fix use after free vulnerability in ssi_protocol Driver Due to Race Condition
linux-libc-dev	6.1.129-1	CVE-2025-37860	MEDIUM	kernel: sfc: fix NULL dereferences in ef100_process_design_param()
linux-libc-dev	6.1.129-1	CVE-2025-37893	MEDIUM	kernel: LoongArch: BPF: Fix off-by-one error in build_prologue()
linux-libc-dev	6.1.129-1	CVE-2025-37925	MEDIUM	kernel: jfs: reject on-disk inodes of an unsupported type
linux-libc-dev	6.1.129-1	CVE-2025-38104	MEDIUM	kernel: drm/amdgpu: Replace Mutex with Spinlock for RLCG register access to avoid Priority Inversion in SRIOV
linux-libc-dev	6.1.129-1	CVE-2025-38152	MEDIUM	kernel: remoteproc: core: Clear table_sz when rproc_shutdown
linux-libc-dev	6.1.129-1	CVE-2025-38575	MEDIUM	kernel: ksmbd: use aead_request_free to match aead_request_alloc
linux-libc-dev	6.1.129-1	CVE-2025-38637	MEDIUM	kernel: net_sched: skbprio: Remove overly strict queue assertions
linux-libc-dev	6.1.129-1	CVE-2025-39728	MEDIUM	kernel: clk: samsung: Fix UBSAN panic in samsung_clk_init()
linux-libc-dev	6.1.129-1	CVE-2025-39989	MEDIUM	kernel: x86/mce: use is_copy_from_user() to determine copy-from-user context
linux-libc-dev	6.1.129-1	CVE-2004-0230	LOW	TCP, when using a large Window Size, makes it easier for remote attack ...
linux-libc-dev	6.1.129-1	CVE-2005-3660	LOW	Linux kernel 2.4 and 2.6 allows attackers to cause a denial of service ...
linux-libc-dev	6.1.129-1	CVE-2007-3719	LOW	kernel: secretly Monopolizing the CPU Without Superuser Privileges
linux-libc-dev	6.1.129-1	CVE-2008-2544	LOW	kernel: mounting proc readonly on a different mount point silently mounts it rw if the /proc mount is rw
linux-libc-dev	6.1.129-1	CVE-2008-4609	LOW	kernel: TCP protocol vulnerabilities from Outpost24
linux-libc-dev	6.1.129-1	CVE-2010-4563	LOW	kernel: ipv6: sniffer detection
linux-libc-dev	6.1.129-1	CVE-2010-5321	LOW	kernel: v4l: videobuf: hotfix a bug on multiple calls to mmap()
linux-libc-dev	6.1.129-1	CVE-2011-4915	LOW	fs/proc/base.c in the Linux kernel through 3.1 allows local users to o ...
linux-libc-dev	6.1.129-1	CVE-2011-4916	LOW	Linux kernel through 3.1 allows local users to obtain sensitive keystr ...
linux-libc-dev	6.1.129-1	CVE-2011-4917	LOW	In the Linux kernel through 3.1 there is an information disclosure iss ...
linux-libc-dev	6.1.129-1	CVE-2012-4542	LOW	kernel: block: default SCSI command filter does not accomodate commands overlap across device classes
linux-libc-dev	6.1.129-1	CVE-2014-9892	LOW	The snd_compr_tstamp function in sound/core/compress_offload.c in the  ...
linux-libc-dev	6.1.129-1	CVE-2014-9900	LOW	kernel: Info leak in uninitialized structure ethtool_wolinfo in ethtool_get_wol()
linux-libc-dev	6.1.129-1	CVE-2015-2877	LOW	Kernel: Cross-VM ASL INtrospection (CAIN)
linux-libc-dev	6.1.129-1	CVE-2016-10723	LOW	An issue was discovered in the Linux kernel through 4.17.2. Since the  ...
linux-libc-dev	6.1.129-1	CVE-2016-8660	LOW	kernel: xfs: local DoS due to a page lock order bug in the XFS seek hole/data implementation
linux-libc-dev	6.1.129-1	CVE-2017-0630	LOW	kernel: Information disclosure vulnerability in kernel trace subsystem
linux-libc-dev	6.1.129-1	CVE-2017-13693	LOW	kernel: ACPI operand cache leak in dsutils.c
linux-libc-dev	6.1.129-1	CVE-2017-13694	LOW	kernel: ACPI node and node_ext cache leak
linux-libc-dev	6.1.129-1	CVE-2018-1121	LOW	procps: process hiding through race condition enumerating /proc
linux-libc-dev	6.1.129-1	CVE-2018-12928	LOW	kernel: NULL pointer dereference in hfs_ext_read_extent in hfs.ko
linux-libc-dev	6.1.129-1	CVE-2018-17977	LOW	kernel: Mishandled interactions among XFRM Netlink messages, IPPROTO_AH packets, and IPPROTO_IP packets resulting in a denial of service
linux-libc-dev	6.1.129-1	CVE-2019-11191	LOW	kernel: race condition in load_aout_binary() allows local users to bypass ASLR on setuid a.out programs
linux-libc-dev	6.1.129-1	CVE-2019-12378	LOW	kernel: unchecked kmalloc of new_ra in ip6_ra_control leads to denial of service
linux-libc-dev	6.1.129-1	CVE-2019-12379	LOW	kernel: memory leak in con_insert_unipair in drivers/tty/vt/consolemap.c
linux-libc-dev	6.1.129-1	CVE-2019-12380	LOW	kernel: memory allocation failure in the efi subsystem leads to denial of service
linux-libc-dev	6.1.129-1	CVE-2019-12381	LOW	kernel: unchecked kmalloc of new_ra in ip_ra_control leads to denial of service
linux-libc-dev	6.1.129-1	CVE-2019-12382	LOW	kernel: unchecked kstrdup of fwstr in drm_load_edid_firmware leads to denial of service
linux-libc-dev	6.1.129-1	CVE-2019-12455	LOW	kernel: null pointer dereference in sunxi_divs_clk_setup in drivers/clk/sunxi/clk-sunxi.c causing denial of service
linux-libc-dev	6.1.129-1	CVE-2019-12456	LOW	kernel: double fetch in the MPT3COMMAND case in _ctl_ioctl_main in drivers/scsi/mpt3sas/mpt3sas_ctl.c
linux-libc-dev	6.1.129-1	CVE-2019-16229	LOW	kernel: null pointer dereference in drivers/gpu/drm/amd/amdkfd/kfd_interrupt.c
linux-libc-dev	6.1.129-1	CVE-2019-16230	LOW	kernel: null pointer dereference in drivers/gpu/drm/radeon/radeon_display.c
linux-libc-dev	6.1.129-1	CVE-2019-16231	LOW	kernel: null-pointer dereference in drivers/net/fjes/fjes_main.c
linux-libc-dev	6.1.129-1	CVE-2019-16232	LOW	kernel: null-pointer dereference in drivers/net/wireless/marvell/libertas/if_sdio.c
linux-libc-dev	6.1.129-1	CVE-2019-16233	LOW	kernel: null pointer dereference in drivers/scsi/qla2xxx/qla_os.c
linux-libc-dev	6.1.129-1	CVE-2019-16234	LOW	kernel: null pointer dereference in drivers/net/wireless/intel/iwlwifi/pcie/trans.c
linux-libc-dev	6.1.129-1	CVE-2019-19070	LOW	kernel: A memory leak in the spi_gpio_probe() function in drivers/spi/spi-gpio.c allows for a DoS
linux-libc-dev	6.1.129-1	CVE-2019-19378	LOW	kernel: out-of-bounds write in index_rbio_pages in fs/btrfs/raid56.c
linux-libc-dev	6.1.129-1	CVE-2020-11725	LOW	kernel: improper handling of private_size*count multiplication due to count=info->owner typo
linux-libc-dev	6.1.129-1	CVE-2020-35501	LOW	kernel: audit not logging access to syscall open_by_handle_at for users with CAP_DAC_READ_SEARCH capability
linux-libc-dev	6.1.129-1	CVE-2021-26934	LOW	An issue was discovered in the Linux kernel 4.18 through 5.10.16, as u ...
linux-libc-dev	6.1.129-1	CVE-2021-3714	LOW	kernel: Remote Page Deduplication Attacks
linux-libc-dev	6.1.129-1	CVE-2022-0400	LOW	kernel: Out of bounds read in the smc protocol stack
linux-libc-dev	6.1.129-1	CVE-2022-1247	LOW	kernel: A race condition bug in rose_connect()
linux-libc-dev	6.1.129-1	CVE-2022-25265	LOW	kernel: Executable Space Protection Bypass
linux-libc-dev	6.1.129-1	CVE-2022-2961	LOW	kernel: race condition in rose_bind()
linux-libc-dev	6.1.129-1	CVE-2022-3238	LOW	kernel: ntfs3 local privledge escalation if NTFS character set and remount and umount called simultaneously
linux-libc-dev	6.1.129-1	CVE-2022-41848	LOW	kernel: Race condition between mgslpc_ioctl and mgslpc_detach
linux-libc-dev	6.1.129-1	CVE-2022-44032	LOW	Kernel: Race between cmm_open() and cm4000_detach() result in UAF
linux-libc-dev	6.1.129-1	CVE-2022-44033	LOW	Kernel: A race condition between cm4040_open() and reader_detach() may result in UAF
linux-libc-dev	6.1.129-1	CVE-2022-44034	LOW	Kernel: A use-after-free due to race between scr24x_open()  and scr24x_remove()
linux-libc-dev	6.1.129-1	CVE-2022-4543	LOW	kernel: KASLR Prefetch Bypass Breaks KPTI
linux-libc-dev	6.1.129-1	CVE-2022-45884	LOW	kernel: use-after-free due to race condition occurring in dvb_register_device()
linux-libc-dev	6.1.129-1	CVE-2022-45885	LOW	kernel: use-after-free due to race condition occurring in dvb_frontend.c
linux-libc-dev	6.1.129-1	CVE-2023-23039	LOW	kernel: tty: vcc: race condition leading to use-after-free in vcc_open()
linux-libc-dev	6.1.129-1	CVE-2023-26242	LOW	afu_mmio_region_get_by_offset in drivers/fpga/dfl-afu-region.c in the  ...
linux-libc-dev	6.1.129-1	CVE-2023-31081	LOW	An issue was discovered in drivers/media/test-drivers/vidtv/vidtv_brid ...
linux-libc-dev	6.1.129-1	CVE-2023-31085	LOW	kernel: divide-by-zero error in ctrl_cdev_ioctl when do_div happens and erasesize is 0
linux-libc-dev	6.1.129-1	CVE-2023-3640	LOW	Kernel: x86/mm: a per-cpu entry area leak was identified through the init_cea_offsets function when prefetchnta and prefetcht2 instructions being used for the per-cpu entry area mapping to the user space
linux-libc-dev	6.1.129-1	CVE-2023-39191	LOW	kernel: eBPF: insufficient stack type checks in dynptr
linux-libc-dev	6.1.129-1	CVE-2023-4134	LOW	kernel: cyttsp4_core: use-after-free in cyttsp4_watchdog_work()
linux-libc-dev	6.1.129-1	CVE-2024-0564	LOW	kernel: max page sharing of Kernel Samepage Merging (KSM) may cause memory deduplication
linux-libc-dev	6.1.129-1	CVE-2024-40918	LOW	kernel: parisc: Try to fix random segmentation faults in package builds
linux-libc-dev	6.1.129-1	CVE-2024-42155	LOW	kernel: s390/pkey: Wipe copies of protected- and secure-keys
linux-libc-dev	6.1.129-1	CVE-2024-50057	LOW	kernel: usb: typec: tipd: Free IRQ only if it was requested before
linux-libc-dev	6.1.129-1	CVE-2024-50211	LOW	kernel: udf: refactor inode_bmap() to handle error
linux-libc-dev	6.1.129-1	CVE-2024-56641	LOW	kernel: net/smc: initialize close_work early to avoid warning
linux-libc-dev	6.1.129-1	CVE-2025-21825	LOW	kernel: bpf: Cancel the running bpf_timer through kworker for PREEMPT_RT
linux-libc-dev	6.1.129-1	CVE-2025-40325	LOW	kernel: md/raid10: wait barrier before returning discard request with REQ_NOWAIT
linux-libc-dev	6.1.129-1	TEMP-0000000-F7A20F	LOW	[Kernel: Unprivileged user can freeze journald]
login	1:4.13+dfsg1-1+b1	CVE-2023-4641	MEDIUM	shadow-utils: possible password leak during passwd(1) change
login	1:4.13+dfsg1-1+b1	CVE-2007-5686	LOW	initscripts in rPath Linux 1 sets insecure permissions for the /var/lo ...
login	1:4.13+dfsg1-1+b1	CVE-2023-29383	LOW	shadow: Improper input validation in shadow-utils package utility chfn
login	1:4.13+dfsg1-1+b1	CVE-2024-56433	LOW	shadow-utils: Default subordinate ID configuration in /etc/login.defs could lead to compromise
login	1:4.13+dfsg1-1+b1	TEMP-0628843-DBAD28	LOW	[more related to CVE-2005-4890]
mount	2.38.1-5+deb12u3	CVE-2022-0563	LOW	util-linux: partial disclosure of arbitrary files in chfn and chsh when compiled with libreadline
ncurses-base	6.4-4	CVE-2023-50495	MEDIUM	ncurses: segmentation fault via _nc_wrap_entry()
ncurses-bin	6.4-4	CVE-2023-50495	MEDIUM	ncurses: segmentation fault via _nc_wrap_entry()
openssh-client	1:9.2p1-2+deb12u5	CVE-2025-32728	MEDIUM	openssh: OpenSSH SSHD Agent Forwarding and X11 Forwarding
openssh-client	1:9.2p1-2+deb12u5	CVE-2007-2243	LOW	OpenSSH 4.6 and earlier, when ChallengeResponseAuthentication is enabl ...
openssh-client	1:9.2p1-2+deb12u5	CVE-2007-2768	LOW	OpenSSH, when using OPIE (One-Time Passwords in Everything) for PAM, a ...
openssh-client	1:9.2p1-2+deb12u5	CVE-2008-3234	LOW	sshd in OpenSSH 4 on Debian GNU/Linux, and the 20070303 OpenSSH snapsh ...
openssh-client	1:9.2p1-2+deb12u5	CVE-2016-20012	LOW	openssh: Public key information leak
openssh-client	1:9.2p1-2+deb12u5	CVE-2018-15919	LOW	openssh: User enumeration via malformed packets in authentication requests
openssh-client	1:9.2p1-2+deb12u5	CVE-2019-6110	LOW	openssh: Acceptance and display of arbitrary stderr allows for spoofing of scp client output
openssh-client	1:9.2p1-2+deb12u5	CVE-2020-14145	LOW	openssh: Observable discrepancy leading to an information leak in the algorithm negotiation
openssh-client	1:9.2p1-2+deb12u5	CVE-2020-15778	LOW	openssh: scp allows command injection when using backtick characters in the destination argument
openssh-client	1:9.2p1-2+deb12u5	CVE-2023-51767	LOW	openssh: authentication bypass via row hammer attack
openssl	3.0.15-1~deb12u1	CVE-2024-13176	MEDIUM	openssl: Timing side-channel in ECDSA signature computation
passwd	1:4.13+dfsg1-1+b1	CVE-2023-4641	MEDIUM	shadow-utils: possible password leak during passwd(1) change
passwd	1:4.13+dfsg1-1+b1	CVE-2007-5686	LOW	initscripts in rPath Linux 1 sets insecure permissions for the /var/lo ...
passwd	1:4.13+dfsg1-1+b1	CVE-2023-29383	LOW	shadow: Improper input validation in shadow-utils package utility chfn
passwd	1:4.13+dfsg1-1+b1	CVE-2024-56433	LOW	shadow-utils: Default subordinate ID configuration in /etc/login.defs could lead to compromise
passwd	1:4.13+dfsg1-1+b1	TEMP-0628843-DBAD28	LOW	[more related to CVE-2005-4890]
perl	5.36.0-7+deb12u1	CVE-2023-31484	HIGH	perl: CPAN.pm does not verify TLS certificates when downloading distributions over HTTPS
perl	5.36.0-7+deb12u1	CVE-2024-56406	HIGH	perl: Perl 5.34, 5.36, 5.38 and 5.40 are vulnerable to a heap buffer overflow when transliterating non-ASCII bytes
perl	5.36.0-7+deb12u1	CVE-2011-4116	LOW	perl: File:: Temp insecure temporary file handling
perl	5.36.0-7+deb12u1	CVE-2023-31486	LOW	http-tiny: insecure TLS cert default
perl-base	5.36.0-7+deb12u1	CVE-2023-31484	HIGH	perl: CPAN.pm does not verify TLS certificates when downloading distributions over HTTPS
perl-base	5.36.0-7+deb12u1	CVE-2024-56406	HIGH	perl: Perl 5.34, 5.36, 5.38 and 5.40 are vulnerable to a heap buffer overflow when transliterating non-ASCII bytes
perl-base	5.36.0-7+deb12u1	CVE-2011-4116	LOW	perl: File:: Temp insecure temporary file handling
perl-base	5.36.0-7+deb12u1	CVE-2023-31486	LOW	http-tiny: insecure TLS cert default
perl-modules-5.36	5.36.0-7+deb12u1	CVE-2023-31484	HIGH	perl: CPAN.pm does not verify TLS certificates when downloading distributions over HTTPS
perl-modules-5.36	5.36.0-7+deb12u1	CVE-2024-56406	HIGH	perl: Perl 5.34, 5.36, 5.38 and 5.40 are vulnerable to a heap buffer overflow when transliterating non-ASCII bytes
perl-modules-5.36	5.36.0-7+deb12u1	CVE-2011-4116	LOW	perl: File:: Temp insecure temporary file handling
perl-modules-5.36	5.36.0-7+deb12u1	CVE-2023-31486	LOW	http-tiny: insecure TLS cert default
procps	2:4.0.2-3	CVE-2023-4016	LOW	procps: ps buffer overflow
python3.11	3.11.2-6+deb12u5	CVE-2025-0938	MEDIUM	python: cpython: URL parser allowed square brackets in domain names
python3.11	3.11.2-6+deb12u5	CVE-2025-1795	LOW	python: Mishandling of comma during folding and unicode-encoding of email headers
python3.11-minimal	3.11.2-6+deb12u5	CVE-2025-0938	MEDIUM	python: cpython: URL parser allowed square brackets in domain names
python3.11-minimal	3.11.2-6+deb12u5	CVE-2025-1795	LOW	python: Mishandling of comma during folding and unicode-encoding of email headers
sysvinit-utils	3.06-4	TEMP-0517018-A83CE6	LOW	[sysvinit: no-root option in expert installer exposes locally exploitable security flaw]
tar	1.34+dfsg-1.2+deb12u1	CVE-2005-2541	LOW	tar: does not properly warn the user when extracting setuid or setgid files
tar	1.34+dfsg-1.2+deb12u1	TEMP-0290435-0B57B5	LOW	[tar's rmt command may have undesired side effects]
util-linux	2.38.1-5+deb12u3	CVE-2022-0563	LOW	util-linux: partial disclosure of arbitrary files in chfn and chsh when compiled with libreadline
util-linux-extra	2.38.1-5+deb12u3	CVE-2022-0563	LOW	util-linux: partial disclosure of arbitrary files in chfn and chsh when compiled with libreadline
wget	1.21.3-1+deb12u1	CVE-2021-31879	MEDIUM	wget: authorization header disclosure on redirect
wget	1.21.3-1+deb12u1	CVE-2024-10524	MEDIUM	wget: GNU Wget is vulnerable to an SSRF attack when accessing partially-user-controlled shorthand URLs
zlib1g	1:1.2.13.dfsg-1	CVE-2023-45853	CRITICAL	zlib: integer overflow and resultant heap-based buffer overflow in zipOpenNewFileInZip4_6
